epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
68,354.341,0.53276,0.84581,0.98862,0.5878,0.34599,0.36419,0.31864,0.56203,1.44961,0.96751,0.000146464,0.000146464,0.000146464
69,359.245,0.53561,0.85681,0.99346,0.61257,0.33403,0.35481,0.31019,0.57588,1.43643,0.97293,0.000142158,0.000142158,0.000142158
70,364.185,0.52508,0.84178,0.98246,0.6553,0.33335,0.36306,0.31798,0.55914,1.41494,0.96402,0.000137852,0.000137852,0.000137852
71,369.1,0.53699,0.84517,0.98676,0.62942,0.34106,0.35709,0.31285,0.54844,1.44861,0.95921,0.000133545,0.000133545,0.000133545
72,374.032,0.52566,0.83206,0.99115,0.63305,0.32309,0.35457,0.3109,0.54604,1.45602,0.955,0.000129239,0.000129239,0.000129239
73,379.017,0.52569,0.82633,0.98427,0.57093,0.35497,0.36489,0.3202,0.54005,1.43072,0.95601,0.000124932,0.000124932,0.000124932
74,383.953,0.52217,0.82451,0.97913,0.63125,0.3314,0.36124,0.31692,0.54361,1.41052,0.95738,0.000120626,0.000120626,0.000120626
75,389.13,0.52169,0.83206,0.98674,0.61963,0.34075,0.36145,0.31866,0.54114,1.4431,0.95651,0.000116319,0.000116319,0.000116319
76,394.296,0.52889,0.80223,0.98389,0.56235,0.34531,0.35486,0.31492,0.54907,1.49847,0.963,0.000112013,0.000112013,0.000112013
77,399.389,0.51995,0.82393,0.98539,0.62758,0.33282,0.35216,0.3138,0.53865,1.4831,0.95891,0.000107706,0.000107706,0.000107706
78,404.418,0.52346,0.81239,0.98613,0.6435,0.32184,0.3557,0.31418,0.5369,1.43792,0.9542,0.000103399,0.000103399,0.000103399
79,409.498,0.51495,0.7994,0.9755,0.62179,0.32907,0.35947,0.31727,0.53799,1.45724,0.95739,9.9093e-05,9.9093e-05,9.9093e-05
80,414.53,0.52041,0.79812,0.98284,0.62008,0.3354,0.36224,0.31846,0.5436,1.44558,0.96422,9.47865e-05,9.47865e-05,9.47865e-05
81,419.634,0.51695,0.79988,0.97907,0.62435,0.33912,0.36105,0.31945,0.53131,1.43475,0.95358,9.048e-05,9.048e-05,9.048e-05
82,424.598,0.51442,0.79352,0.97872,0.62544,0.32954,0.36087,0.31755,0.53501,1.47182,0.95673,8.61735e-05,8.61735e-05,8.61735e-05
83,429.637,0.50783,0.78908,0.97081,0.64257,0.32741,0.36487,0.3216,0.5374,1.44941,0.95689,8.1867e-05,8.1867e-05,8.1867e-05
84,434.746,0.50455,0.78251,0.97251,0.60036,0.34591,0.36405,0.32136,0.54066,1.45518,0.95905,7.75605e-05,7.75605e-05,7.75605e-05
85,439.686,0.50554,0.7812,0.97235,0.62119,0.34758,0.36112,0.3197,0.53189,1.42655,0.95447,7.3254e-05,7.3254e-05,7.3254e-05
86,444.64,0.50493,0.77324,0.97063,0.63923,0.3362,0.36122,0.31966,0.5359,1.43919,0.95859,6.89475e-05,6.89475e-05,6.89475e-05
87,449.57,0.50459,0.75903,0.97096,0.6368,0.33627,0.36328,0.32272,0.53226,1.41308,0.95533,6.4641e-05,6.4641e-05,6.4641e-05
88,454.495,0.50252,0.75505,0.97121,0.6463,0.32256,0.36324,0.32328,0.52904,1.43395,0.95264,6.03345e-05,6.03345e-05,6.03345e-05
89,459.428,0.50997,0.75952,0.97499,0.64197,0.33101,0.36252,0.32379,0.52161,1.42968,0.94768,5.6028e-05,5.6028e-05,5.6028e-05
90,464.383,0.50138,0.76158,0.97269,0.6777,0.32623,0.36202,0.32307,0.52002,1.42268,0.94524,5.17215e-05,5.17215e-05,5.17215e-05
91,475.928,0.51293,1.01528,0.95347,0.64622,0.34765,0.34664,0.30273,0.58635,1.5455,1.00222,4.7415e-05,4.7415e-05,4.7415e-05
92,480.844,0.43615,0.74218,0.91293,0.63907,0.33671,0.34496,0.30122,0.54816,1.50263,0.97438,4.31085e-05,4.31085e-05,4.31085e-05
93,485.78,0.41908,0.68295,0.89992,0.64468,0.34121,0.35377,0.3094,0.56113,1.4719,0.98008,3.8802e-05,3.8802e-05,3.8802e-05
94,490.83,0.40413,0.64851,0.89718,0.64883,0.346,0.35815,0.31414,0.54056,1.45747,0.96732,3.44955e-05,3.44955e-05,3.44955e-05
95,495.863,0.39658,0.62349,0.89353,0.64303,0.34327,0.35998,0.31496,0.53705,1.45103,0.96168,3.0189e-05,3.0189e-05,3.0189e-05
96,500.665,0.3983,0.6219,0.88667,0.62309,0.35101,0.35862,0.31651,0.53453,1.44975,0.95894,2.58825e-05,2.58825e-05,2.58825e-05
97,505.515,0.39486,0.6256,0.89462,0.63383,0.34756,0.35827,0.31622,0.53148,1.44756,0.95618,2.1576e-05,2.1576e-05,2.1576e-05
98,510.347,0.38602,0.61506,0.88828,0.67376,0.33028,0.35812,0.3165,0.52866,1.43931,0.95424,1.72695e-05,1.72695e-05,1.72695e-05
99,515.226,0.3856,0.60432,0.88587,0.66209,0.33343,0.35702,0.31634,0.52721,1.44288,0.9532,1.2963e-05,1.2963e-05,1.2963e-05
100,520.195,0.38356,0.59419,0.88161,0.65904,0.33541,0.35679,0.3159,0.52757,1.44323,0.95179,8.6565e-06,8.6565e-06,8.6565e-06
1,11.1957,0.86392,3.4168,1.21736,0.31528,0.22899,0.17229,0.13467,0.73927,3.13612,1.09438,0.000150838,0.000150838,0.000150838
2,21.282,0.88558,2.57822,1.23248,0.41522,0.26167,0.24759,0.18836,0.8207,4.81249,1.14099,0.00029951,0.00029951,0.00029951
3,31.1804,0.92296,2.36565,1.24487,0.35252,0.36523,0.28824,0.22097,0.88304,2.99415,1.22429,0.000445179,0.000445179,0.000445179
4,40.972,0.93044,2.19443,1.23855,0.35472,0.37427,0.31608,0.23561,0.87645,2.4751,1.22129,0.000441486,0.000441486,0.000441486
5,50.8538,0.9111,2.16452,1.23849,0.4568,0.3602,0.33369,0.24925,0.78489,4.61169,1.11923,0.000436982,0.000436982,0.000436982
6,60.9499,0.90135,2.00226,1.22211,0.40871,0.34559,0.32244,0.24169,0.88294,2.75204,1.18615,0.000432478,0.000432478,0.000432478
7,71.1004,0.8756,1.93653,1.19455,0.42868,0.38923,0.37961,0.29704,0.8085,2.88559,1.12095,0.000427973,0.000427973,0.000427973
8,81.2651,0.86149,1.83821,1.18457,0.45311,0.36737,0.34673,0.27873,0.82146,3.25739,1.14254,0.000423468,0.000423468,0.000423468
9,91.4485,0.86159,1.79344,1.19465,0.41736,0.38499,0.35871,0.27459,0.81998,2.98554,1.12586,0.000418964,0.000418964,0.000418964
10,101.582,0.83801,1.72572,1.17847,0.48377,0.35573,0.36283,0.27589,0.80261,2.90739,1.11544,0.00041446,0.00041446,0.00041446
11,111.753,0.84188,1.6944,1.17061,0.59928,0.32815,0.37698,0.29227,0.81874,2.83802,1.11516,0.000409955,0.000409955,0.000409955
12,121.62,0.81194,1.67785,1.16216,0.5032,0.38498,0.3831,0.30109,0.8158,2.86012,1.15343,0.000405451,0.000405451,0.000405451
13,131.604,0.82875,1.60867,1.17023,0.51246,0.38126,0.42099,0.32935,0.83832,2.21409,1.13604,0.000400946,0.000400946,0.000400946
14,141.333,0.80134,1.56224,1.15237,0.51211,0.35007,0.35668,0.28421,0.82454,2.05706,1.1314,0.000396441,0.000396441,0.000396441
15,151.483,0.79499,1.51569,1.14077,0.4745,0.38341,0.3991,0.32251,0.80709,1.84637,1.11087,0.000391937,0.000391937,0.000391937
16,161.617,0.78561,1.49319,1.1459,0.4602,0.37651,0.36527,0.28941,0.81463,1.98706,1.11756,0.000387433,0.000387433,0.000387433
17,171.742,0.78241,1.45172,1.14111,0.57034,0.37386,0.38409,0.30362,0.81459,2.18811,1.16671,0.000382928,0.000382928,0.000382928
18,181.992,0.77725,1.45141,1.13709,0.51072,0.38767,0.38522,0.31001,0.82931,2.71731,1.18747,0.000378423,0.000378423,0.000378423
19,192.122,0.76119,1.41492,1.13184,0.54295,0.351,0.39452,0.32019,0.80327,2.14864,1.15064,0.000373919,0.000373919,0.000373919
20,202.239,0.7621,1.40217,1.12968,0.49727,0.42816,0.39025,0.32003,0.7875,2.54559,1.14263,0.000369415,0.000369415,0.000369415
21,212.354,0.74617,1.33497,1.11914,0.48018,0.42078,0.38655,0.31379,0.86362,1.99737,1.23378,0.00036491,0.00036491,0.00036491
22,222.46,0.75009,1.33758,1.11817,0.50502,0.39193,0.41008,0.33694,0.81113,2.09766,1.18126,0.000360406,0.000360406,0.000360406
23,232.558,0.73039,1.30758,1.11788,0.54528,0.35189,0.37973,0.30141,0.77215,1.92257,1.07865,0.000355901,0.000355901,0.000355901
24,242.75,0.72131,1.28292,1.10688,0.60636,0.37276,0.40656,0.33412,0.7468,1.96287,1.09777,0.000351396,0.000351396,0.000351396
25,252.923,0.72963,1.25239,1.10436,0.52421,0.37522,0.3626,0.29689,0.84168,1.98507,1.22838,0.000346892,0.000346892,0.000346892
26,262.973,0.72335,1.2399,1.10369,0.54436,0.38024,0.39342,0.32924,0.79684,2.15832,1.17831,0.000342387,0.000342387,0.000342387
27,273.057,0.71079,1.21056,1.09014,0.59304,0.35436,0.37778,0.31312,0.86355,1.71547,1.26474,0.000337883,0.000337883,0.000337883
28,282.852,0.72051,1.24047,1.09742,0.53074,0.39535,0.39172,0.31777,0.78131,1.87271,1.14894,0.000333379,0.000333379,0.000333379
29,292.98,0.70816,1.19394,1.09073,0.55585,0.40379,0.40477,0.33549,0.7872,1.84249,1.16221,0.000328874,0.000328874,0.000328874
30,303.094,0.6969,1.19497,1.08779,0.52999,0.40001,0.39277,0.32414,0.82805,2.20986,1.22639,0.000324369,0.000324369,0.000324369
31,313.028,0.69282,1.1347,1.08184,0.62803,0.36903,0.41702,0.34508,0.76544,1.98818,1.11393,0.000319865,0.000319865,0.000319865
32,322.799,0.69092,1.13397,1.08419,0.58548,0.37096,0.41205,0.33692,0.75848,2.32097,1.09715,0.00031536,0.00031536,0.00031536
33,332.53,0.68984,1.11439,1.07636,0.6017,0.37204,0.4051,0.32979,0.75086,2.35702,1.1235,0.000310856,0.000310856,0.000310856
34,342.317,0.67874,1.09122,1.07199,0.56869,0.38063,0.40894,0.34195,0.79913,2.38513,1.14358,0.000306351,0.000306351,0.000306351
35,352.01,0.66777,1.07486,1.07061,0.60175,0.35019,0.40181,0.32984,0.82355,1.62404,1.18783,0.000301847,0.000301847,0.000301847
36,361.983,0.67528,1.04134,1.07053,0.48155,0.3986,0.39394,0.32342,0.83863,1.73895,1.21037,0.000297342,0.000297342,0.000297342
37,372.066,0.66279,1.04597,1.06782,0.605,0.38827,0.40553,0.33307,0.75614,2.44766,1.13301,0.000292838,0.000292838,0.000292838
38,382.05,0.65832,1.05157,1.0661,0.52147,0.39041,0.40661,0.33279,0.753,2.20784,1.14788,0.000288333,0.000288333,0.000288333
39,392.124,0.65137,1.00662,1.05552,0.58547,0.38072,0.41872,0.34906,0.8277,1.76537,1.19965,0.000283829,0.000283829,0.000283829
40,402.075,0.65264,1.00365,1.05683,0.55201,0.39203,0.40941,0.34014,0.7687,2.05311,1.14109,0.000279325,0.000279325,0.000279325
41,411.872,0.64769,1.01208,1.05794,0.58215,0.38412,0.40393,0.33358,0.74591,2.05075,1.1238,0.00027482,0.00027482,0.00027482
42,421.656,0.6432,0.96982,1.05345,0.59756,0.36583,0.43282,0.35548,0.72687,1.86175,1.09144,0.000270316,0.000270316,0.000270316
43,431.403,0.63666,0.97984,1.04823,0.56017,0.40663,0.41365,0.34099,0.74857,1.76184,1.11263,0.000265811,0.000265811,0.000265811
44,441.037,0.63324,0.9608,1.04745,0.66814,0.35371,0.42614,0.35137,0.76554,1.90819,1.16218,0.000261307,0.000261307,0.000261307
45,450.732,0.64075,0.94854,1.05407,0.59104,0.39563,0.41853,0.35782,0.73754,1.74416,1.10205,0.000256802,0.000256802,0.000256802
46,460.522,0.62319,0.91343,1.03851,0.6325,0.36444,0.42231,0.35696,0.75697,1.93472,1.14238,0.000252298,0.000252298,0.000252298
47,470.329,0.62774,0.9202,1.04854,0.60478,0.37059,0.41502,0.34892,0.74384,2.06185,1.10631,0.000247793,0.000247793,0.000247793
48,479.936,0.60899,0.90102,1.03111,0.60016,0.37978,0.40763,0.34422,0.74054,1.56649,1.11156,0.000243289,0.000243289,0.000243289
49,489.53,0.61779,0.9018,1.04037,0.61316,0.36495,0.4073,0.34342,0.80328,1.70931,1.21812,0.000238784,0.000238784,0.000238784
50,499.208,0.60982,0.89228,1.03581,0.58369,0.39511,0.42514,0.36098,0.7921,1.54749,1.1812,0.00023428,0.00023428,0.00023428
51,508.818,0.63235,0.90708,1.04596,0.58302,0.40004,0.41743,0.35214,0.76358,1.59839,1.13322,0.000229775,0.000229775,0.000229775
52,518.531,0.60295,0.86635,1.0234,0.6234,0.38868,0.42699,0.36215,0.72282,1.99272,1.10631,0.00022527,0.00022527,0.00022527
53,528.21,0.60851,0.86456,1.03068,0.58526,0.40855,0.43044,0.36734,0.71227,2.17082,1.07159,0.000220766,0.000220766,0.000220766
54,537.895,0.60101,0.84965,1.03369,0.61346,0.38075,0.43377,0.36961,0.71274,2.12555,1.07939,0.000216261,0.000216261,0.000216261
55,547.533,0.60335,0.838,1.02501,0.66559,0.3761,0.4236,0.36188,0.72824,1.52726,1.11885,0.000211757,0.000211757,0.000211757
56,557.172,0.58966,0.82009,1.01836,0.64377,0.37695,0.43232,0.37011,0.70553,1.74403,1.07445,0.000207252,0.000207252,0.000207252
57,566.931,0.58459,0.80218,1.01745,0.67486,0.36897,0.43626,0.37234,0.73776,1.61742,1.11813,0.000202748,0.000202748,0.000202748
58,576.748,0.5853,0.80299,1.01483,0.62202,0.37559,0.42146,0.35023,0.75295,1.81752,1.15434,0.000198244,0.000198244,0.000198244
59,586.85,0.57957,0.80203,1.01172,0.56503,0.40348,0.43329,0.36684,0.73343,1.76915,1.13651,0.000193739,0.000193739,0.000193739
60,596.9,0.58328,0.81601,1.02144,0.54634,0.39753,0.40261,0.34425,0.75947,1.85967,1.14919,0.000189235,0.000189235,0.000189235
61,606.753,0.56595,0.78075,1.00972,0.56609,0.39488,0.41684,0.35701,0.71662,2.06138,1.08938,0.00018473,0.00018473,0.00018473
1,11.0169,0.87408,3.36506,1.22113,0.28609,0.27735,0.20088,0.17019,0.77293,2.55459,1.11707,0.000165756,0.000165756,0.000165756
2,21.2759,0.89414,2.50982,1.23046,0.29939,0.34444,0.2555,0.18182,0.89266,6.24264,1.19182,0.000329132,0.000329132,0.000329132
3,31.1116,0.93586,2.30622,1.24541,0.38816,0.35513,0.31775,0.23254,0.891,4.07114,1.18401,0.000489207,0.000489207,0.000489207
4,40.0937,0.94927,2.16457,1.25148,0.32159,0.35902,0.2468,0.17571,0.88628,2.55351,1.193,0.00048515,0.00048515,0.00048515
5,48.7361,0.92455,2.12279,1.24236,0.42894,0.36232,0.32467,0.2381,0.87306,2.78574,1.2095,0.0004802,0.0004802,0.0004802
6,58.869,0.91159,1.97997,1.21865,0.42171,0.30871,0.31165,0.2399,0.83318,3.84435,1.13539,0.00047525,0.00047525,0.00047525
7,68.6176,0.89132,1.91267,1.20244,0.58025,0.36184,0.3951,0.30727,0.87338,2.49852,1.20027,0.0004703,0.0004703,0.0004703
8,77.3182,0.88012,1.81055,1.19223,0.53649,0.38754,0.38272,0.28498,0.83638,2.33491,1.1542,0.00046535,0.00046535,0.00046535
9,85.8904,0.87429,1.75767,1.1964,0.53661,0.36797,0.38101,0.2917,0.91754,2.30176,1.252,0.0004604,0.0004604,0.0004604
10,94.1402,0.85861,1.70437,1.18405,0.50739,0.37737,0.3928,0.30854,0.76447,3.09959,1.07185,0.00045545,0.00045545,0.00045545
11,102.393,0.85896,1.67453,1.17591,0.61444,0.35678,0.4037,0.31241,0.85648,3.25371,1.16243,0.0004505,0.0004505,0.0004505
12,111.364,0.83543,1.67025,1.17455,0.47624,0.41424,0.39976,0.3155,0.77879,2.24658,1.07475,0.00044555,0.00044555,0.00044555
13,120.032,0.84238,1.59532,1.17142,0.49645,0.41087,0.42347,0.32358,0.79233,2.41061,1.10791,0.0004406,0.0004406,0.0004406
14,128.738,0.82178,1.53648,1.16114,0.55013,0.38436,0.39889,0.31013,0.8509,2.18695,1.16178,0.00043565,0.00043565,0.00043565
15,136.796,0.80507,1.50718,1.14427,0.49189,0.41087,0.41585,0.33268,0.85709,2.20419,1.18503,0.0004307,0.0004307,0.0004307
1,9.70321,0.83427,3.18925,1.2223,0.31061,0.24626,0.20454,0.16326,0.79338,2.20909,1.16808,0.000207031,0.000207031,0.000207031
2,18.4434,0.86942,2.36905,1.2354,0.31799,0.28988,0.26145,0.17374,0.87705,2.20331,1.2017,0.000411252,0.000411252,0.000411252
3,27.0662,0.9754,2.24744,1.28,0.3701,0.32135,0.2924,0.19718,0.98762,2.51972,1.32843,0.000611349,0.000611349,0.000611349
4,35.7491,0.95733,2.15012,1.26762,0.37015,0.31139,0.30339,0.21263,0.9896,2.16539,1.32778,0.000606437,0.000606437,0.000606437
5,43.8147,0.9352,2.03373,1.25462,0.51895,0.31027,0.32293,0.21507,1.03387,1.97982,1.34843,0.00060025,0.00060025,0.00060025
6,51.6106,0.9281,1.95763,1.24367,0.43788,0.31921,0.30046,0.21222,0.99906,2.09974,1.31451,0.000594062,0.000594062,0.000594062
7,59.3773,0.91827,1.83233,1.23727,0.44793,0.32862,0.32724,0.22946,0.99587,1.82116,1.29195,0.000587875,0.000587875,0.000587875
8,67.1455,0.88779,1.74252,1.21848,0.52631,0.3349,0.34335,0.2454,0.97222,1.88425,1.29287,0.000581687,0.000581687,0.000581687
9,75.2903,0.88689,1.75019,1.22716,0.53862,0.31853,0.32996,0.23488,0.97594,1.7475,1.30831,0.0005755,0.0005755,0.0005755
10,82.4818,0.8549,1.64831,1.19476,0.44547,0.34507,0.32943,0.23907,0.92705,2.17617,1.28337,0.000569313,0.000569313,0.000569313
11,89.4117,0.85434,1.65702,1.20451,0.52009,0.33071,0.35412,0.2545,0.99097,1.79027,1.34939,0.000563125,0.000563125,0.000563125
12,96.231,0.84952,1.55065,1.19401,0.44109,0.38022,0.35184,0.25689,0.90613,1.71633,1.23077,0.000556938,0.000556938,0.000556938
13,102.969,0.82749,1.52893,1.1884,0.52607,0.37174,0.3733,0.27377,0.89795,1.66682,1.22351,0.00055075,0.00055075,0.00055075
14,109.765,0.81864,1.5013,1.18369,0.55697,0.35394,0.38225,0.27644,0.88416,1.59233,1.22369,0.000544563,0.000544563,0.000544563
15,116.57,0.80298,1.47752,1.17537,0.45663,0.34078,0.33488,0.2402,0.88565,1.69898,1.20884,0.000538375,0.000538375,0.000538375
16,123.629,0.79259,1.43369,1.16309,0.54055,0.34363,0.37119,0.2737,0.87281,1.60037,1.23013,0.000532187,0.000532187,0.000532187
17,130.471,0.7781,1.39961,1.16418,0.48987,0.3745,0.36727,0.28176,0.8273,1.6098,1.17704,0.000526,0.000526,0.000526
18,137.218,0.78093,1.38549,1.15858,0.52218,0.36832,0.36652,0.27704,0.82627,1.48325,1.17062,0.000519812,0.000519812,0.000519812
19,143.868,0.77485,1.35815,1.15952,0.53554,0.37292,0.38915,0.29344,0.85562,1.4849,1.18312,0.000513625,0.000513625,0.000513625
20,150.537,0.77194,1.30811,1.15512,0.62362,0.33731,0.38633,0.29977,0.84697,1.51801,1.18619,0.000507438,0.000507438,0.000507438
21,157.28,0.76485,1.27923,1.1458,0.52246,0.36891,0.36714,0.28292,0.79338,1.57404,1.1494,0.00050125,0.00050125,0.00050125
22,163.904,0.75835,1.30281,1.15061,0.60075,0.33207,0.38231,0.30315,0.83788,1.58087,1.19669,0.000495063,0.000495063,0.000495063
23,170.498,0.74366,1.23839,1.12637,0.60867,0.33875,0.36825,0.28979,0.86578,1.59404,1.21166,0.000488875,0.000488875,0.000488875
24,177.139,0.73567,1.22228,1.12391,0.56809,0.37893,0.39272,0.30149,0.82259,1.44477,1.16778,0.000482687,0.000482687,0.000482687
25,183.285,0.71789,1.19546,1.12414,0.58846,0.35027,0.37616,0.28856,0.82437,1.51173,1.16855,0.0004765,0.0004765,0.0004765
26,190.973,0.71182,1.21191,1.11307,0.52398,0.38549,0.39124,0.30071,0.825,1.46994,1.17801,0.000470312,0.000470312,0.000470312
27,198.324,0.72347,1.16939,1.11763,0.52585,0.38135,0.37718,0.30009,0.79639,1.39981,1.15002,0.000464125,0.000464125,0.000464125
28,204.663,0.71626,1.14354,1.11252,0.56308,0.36565,0.38868,0.31097,0.82132,1.46134,1.16952,0.000457938,0.000457938,0.000457938
29,210.931,0.70217,1.11822,1.10578,0.62452,0.36433,0.39058,0.30597,0.80424,1.45269,1.15647,0.00045175,0.00045175,0.00045175
30,218.503,0.68653,1.09702,1.09293,0.54266,0.37291,0.38982,0.30322,0.81833,1.43706,1.15737,0.000445562,0.000445562,0.000445562
31,226.547,0.69259,1.06394,1.08982,0.61559,0.39324,0.40879,0.31679,0.81855,1.44799,1.17065,0.000439375,0.000439375,0.000439375
32,233.271,0.69741,1.07258,1.0984,0.54214,0.3366,0.3631,0.29311,0.79442,1.56392,1.15781,0.000433187,0.000433187,0.000433187
33,239.909,0.66587,1.05802,1.08073,0.54072,0.39213,0.38239,0.30892,0.79851,1.53467,1.16111,0.000427,0.000427,0.000427
34,246.104,0.68388,1.05958,1.09168,0.60178,0.37278,0.40577,0.32327,0.77586,1.41474,1.12861,0.000420812,0.000420812,0.000420812
35,252.285,0.66301,1.06234,1.07353,0.5534,0.35225,0.37706,0.30617,0.80065,1.60474,1.17174,0.000414625,0.000414625,0.000414625
36,260.012,0.65654,1.0109,1.08305,0.58381,0.34837,0.39253,0.31236,0.81172,1.63967,1.1567,0.000408438,0.000408438,0.000408438
37,265.668,0.66195,1.00009,1.08114,0.55326,0.37389,0.39319,0.3139,0.80696,1.41709,1.15755,0.00040225,0.00040225,0.00040225
38,272.744,0.66176,0.99521,1.07629,0.48888,0.36852,0.38683,0.31049,0.83308,1.5393,1.18975,0.000396063,0.000396063,0.000396063
39,280.576,0.6591,0.98184,1.07465,0.60046,0.36311,0.37503,0.30037,0.84121,1.48769,1.18639,0.000389875,0.000389875,0.000389875
40,288.351,0.65303,0.95212,1.06866,0.62084,0.34795,0.38568,0.30444,0.7889,1.47724,1.15806,0.000383688,0.000383688,0.000383688
41,296.375,0.63383,0.94014,1.06528,0.65287,0.33088,0.39384,0.31167,0.81611,1.50188,1.18133,0.0003775,0.0003775,0.0003775
42,304.495,0.63743,0.90786,1.06279,0.59271,0.34404,0.38648,0.29798,0.78662,1.53478,1.14843,0.000371313,0.000371313,0.000371313
43,312.277,0.63604,0.93107,1.06834,0.56101,0.38166,0.38766,0.3137,0.7859,1.52982,1.16044,0.000365125,0.000365125,0.000365125
44,320.042,0.62051,0.91145,1.05795,0.61642,0.36046,0.39696,0.32412,0.77512,1.44935,1.14427,0.000358938,0.000358938,0.000358938
45,327.61,0.6134,0.90346,1.0519,0.58512,0.35999,0.38546,0.31233,0.80555,1.51665,1.17608,0.00035275,0.00035275,0.00035275
46,334.075,0.61752,0.88323,1.05708,0.57038,0.35988,0.40053,0.32327,0.77752,1.512,1.15417,0.000346563,0.000346563,0.000346563
47,340.351,0.61111,0.85937,1.05148,0.59784,0.36877,0.39749,0.31797,0.80275,1.51085,1.16604,0.000340375,0.000340375,0.000340375
48,346.648,0.61265,0.85772,1.04505,0.55871,0.38117,0.40436,0.32101,0.80141,1.56242,1.16038,0.000334188,0.000334188,0.000334188
49,352.932,0.61516,0.84982,1.0437,0.58278,0.3895,0.39737,0.32088,0.81776,1.48883,1.18847,0.000328,0.000328,0.000328
50,359.203,0.60525,0.82685,1.04789,0.68198,0.34454,0.38572,0.31533,0.7886,1.58237,1.15192,0.000321812,0.000321812,0.000321812
51,365.5,0.60771,0.80557,1.04701,0.66987,0.35748,0.40512,0.33025,0.75671,1.48162,1.13336,0.000315625,0.000315625,0.000315625
52,371.783,0.59564,0.84095,1.04077,0.70438,0.33922,0.39975,0.32519,0.76821,1.53917,1.15389,0.000309437,0.000309437,0.000309437
53,378.079,0.5745,0.80699,1.03622,0.62196,0.36174,0.40407,0.32398,0.75533,1.43486,1.1471,0.00030325,0.00030325,0.00030325
54,384.377,0.58858,0.81209,1.03793,0.62186,0.36906,0.40792,0.33139,0.78439,1.47207,1.15583,0.000297063,0.000297063,0.000297063
55,390.664,0.58464,0.79337,1.03744,0.58066,0.3593,0.39392,0.30931,0.79197,1.49758,1.16716,0.000290875,0.000290875,0.000290875
56,396.921,0.56867,0.7791,1.02621,0.63038,0.38074,0.40793,0.31824,0.77559,1.46249,1.15999,0.000284688,0.000284688,0.000284688
57,403.171,0.57721,0.77984,1.02955,0.58472,0.36322,0.39436,0.31698,0.76629,1.51656,1.13591,0.0002785,0.0002785,0.0002785
58,409.423,0.56974,0.74541,1.02193,0.63608,0.35748,0.39005,0.31225,0.77023,1.52287,1.14924,0.000272313,0.000272313,0.000272313
59,415.661,0.5684,0.74415,1.02206,0.67272,0.3545,0.40066,0.32995,0.75844,1.54622,1.14428,0.000266125,0.000266125,0.000266125
60,421.905,0.55661,0.71229,1.01687,0.56171,0.37963,0.397,0.32507,0.78346,1.56184,1.16442,0.000259938,0.000259938,0.000259938
61,429.08,0.57367,0.75693,1.02686,0.67122,0.3601,0.40926,0.33172,0.7367,1.55174,1.12011,0.00025375,0.00025375,0.00025375
62,436.944,0.55917,0.71642,1.01489,0.64311,0.36844,0.39625,0.33096,0.75405,1.45221,1.1322,0.000247563,0.000247563,0.000247563
63,444.918,0.54593,0.71949,1.01285,0.66075,0.36235,0.39876,0.32948,0.7401,1.50183,1.12011,0.000241375,0.000241375,0.000241375
64,451.816,0.53281,0.70603,1.00253,0.63757,0.36603,0.39369,0.32448,0.74921,1.48687,1.12671,0.000235188,0.000235188,0.000235188
65,459.027,0.52832,0.71554,0.99748,0.62128,0.36093,0.40162,0.32945,0.75545,1.47316,1.13601,0.000229,0.000229,0.000229
66,466.648,0.54494,0.69994,1.00641,0.5788,0.39318,0.41237,0.34092,0.74953,1.49913,1.12283,0.000222813,0.000222813,0.000222813
67,474.357,0.54061,0.68773,1.01037,0.59062,0.38446,0.40935,0.33753,0.74288,1.58424,1.13224,0.000216625,0.000216625,0.000216625
68,481.662,0.54547,0.69075,1.01522,0.58754,0.38413,0.40313,0.33377,0.75534,1.53004,1.13988,0.000210437,0.000210437,0.000210437
69,489.077,0.52471,0.6685,1.00248,0.6411,0.37072,0.40725,0.33687,0.75993,1.50319,1.14968,0.00020425,0.00020425,0.00020425
70,496.674,0.53451,0.66534,1.0035,0.61877,0.36921,0.40773,0.34025,0.75098,1.48601,1.14066,0.000198063,0.000198063,0.000198063
71,504.285,0.52457,0.6618,1.00177,0.66231,0.36113,0.40977,0.34647,0.73221,1.52178,1.12532,0.000191875,0.000191875,0.000191875
72,511.62,0.53471,0.64895,1.01891,0.66377,0.37284,0.42502,0.35058,0.77075,1.53191,1.14956,0.000185688,0.000185688,0.000185688
73,519.03,0.52301,0.65167,0.99623,0.64201,0.35987,0.40536,0.3386,0.76232,1.55352,1.14422,0.0001795,0.0001795,0.0001795
74,525.362,0.53198,0.64209,1.00505,0.58915,0.37982,0.39944,0.32753,0.75326,1.55795,1.13575,0.000173313,0.000173313,0.000173313
75,531.624,0.51485,0.64409,0.99887,0.63433,0.36115,0.39873,0.32945,0.74544,1.56848,1.12702,0.000167125,0.000167125,0.000167125
76,537.826,0.50952,0.61036,0.99224,0.63291,0.35801,0.41109,0.3417,0.75008,1.53039,1.13694,0.000160938,0.000160938,0.000160938
