epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,358.52,0.64989,0.88845,1.05125,0.88462,0.34812,0.40818,0.34666,0.58233,0.67964,1.00904,0.000466599,0.000466599,0.000466599
37,368.459,0.66111,0.89705,1.06424,0.74979,0.33801,0.38417,0.33305,0.5955,0.76721,1.00775,0.00045953,0.00045953,0.00045953
38,378.443,0.6469,0.89089,1.04703,0.84111,0.35659,0.39315,0.34568,0.56625,0.66422,0.98722,0.000452462,0.000452462,0.000452462
39,388.307,0.64825,0.88309,1.0451,0.79986,0.35289,0.39877,0.34317,0.5649,0.68142,0.99034,0.000445393,0.000445393,0.000445393
40,398.118,0.663,0.85573,1.05486,0.85601,0.34282,0.39037,0.34148,0.55325,0.67175,0.98379,0.000438325,0.000438325,0.000438325
41,407.998,0.62941,0.82437,1.0401,0.87529,0.33116,0.39344,0.34888,0.56161,0.6969,0.99468,0.000431256,0.000431256,0.000431256
42,417.925,0.63939,0.85346,1.05653,0.89357,0.3371,0.39999,0.3526,0.55889,0.66051,0.98776,0.000424187,0.000424187,0.000424187
43,427.869,0.64034,0.83072,1.04697,0.86515,0.34303,0.38874,0.34349,0.57645,0.70623,0.99718,0.000417119,0.000417119,0.000417119
44,437.762,0.63765,0.8254,1.04934,0.88806,0.34333,0.39571,0.34733,0.57197,0.67174,0.97732,0.00041005,0.00041005,0.00041005
45,447.672,0.62451,0.81236,1.0432,0.85344,0.34069,0.39742,0.34621,0.56309,0.70232,0.99034,0.000402982,0.000402982,0.000402982
46,457.597,0.61588,0.7857,1.03602,0.90671,0.33806,0.3952,0.35132,0.5346,0.61411,0.9639,0.000395913,0.000395913,0.000395913
47,467.511,0.6043,0.76284,1.02561,0.86671,0.34377,0.39851,0.35454,0.5439,0.65552,0.97498,0.000388844,0.000388844,0.000388844
48,477.409,0.61742,0.76704,1.02871,0.88882,0.34656,0.39206,0.34898,0.54249,0.64568,0.98172,0.000381776,0.000381776,0.000381776
49,487.41,0.61339,0.76029,1.03299,0.88627,0.33256,0.39498,0.34836,0.53962,0.66684,0.97903,0.000374707,0.000374707,0.000374707
50,497.356,0.60022,0.77568,1.02609,0.88865,0.34729,0.40699,0.36077,0.52541,0.62561,0.96548,0.000367639,0.000367639,0.000367639
51,507.265,0.59538,0.75744,1.03332,0.86828,0.35067,0.403,0.35881,0.52261,0.59183,0.96671,0.00036057,0.00036057,0.00036057
52,517.154,0.59506,0.73884,1.02431,0.91745,0.33795,0.39968,0.35637,0.51726,0.61093,0.95998,0.000353501,0.000353501,0.000353501
53,527.106,0.58587,0.71143,1.01391,0.86081,0.34789,0.39685,0.34692,0.54827,0.64681,0.97246,0.000346433,0.000346433,0.000346433
54,537.028,0.57856,0.72136,1.00821,0.93017,0.349,0.41691,0.35804,0.5286,0.60104,0.96111,0.000339364,0.000339364,0.000339364
55,547,0.58782,0.72591,1.0155,0.89294,0.33814,0.39797,0.35565,0.51828,0.63427,0.95205,0.000332296,0.000332296,0.000332296
56,557.128,0.58881,0.72129,1.01581,0.9082,0.34615,0.4009,0.3558,0.52,0.59147,0.96854,0.000325227,0.000325227,0.000325227
57,567.025,0.58971,0.69803,1.02662,0.89312,0.35121,0.40591,0.36073,0.53205,0.57205,0.97737,0.000318158,0.000318158,0.000318158
58,576.926,0.58171,0.68678,1.01653,0.87961,0.35377,0.40287,0.36204,0.50167,0.56471,0.94924,0.00031109,0.00031109,0.00031109
59,586.943,0.58836,0.70173,1.01704,0.89358,0.35169,0.41295,0.36735,0.51607,0.58877,0.95998,0.000304021,0.000304021,0.000304021
60,596.849,0.57539,0.67891,1.0184,0.90026,0.35344,0.41108,0.36883,0.49883,0.56901,0.96057,0.000296953,0.000296953,0.000296953
61,606.741,0.56391,0.66247,1.00496,0.89199,0.34783,0.40895,0.36858,0.51249,0.59724,0.95827,0.000289884,0.000289884,0.000289884
62,616.713,0.55242,0.65414,1.00394,0.88361,0.35521,0.40064,0.36427,0.47932,0.56426,0.9454,0.000282815,0.000282815,0.000282815
63,626.634,0.55683,0.6703,1.00176,0.9138,0.35254,0.42158,0.37763,0.47885,0.53646,0.93843,0.000275747,0.000275747,0.000275747
64,636.537,0.55034,0.64588,0.99917,0.9217,0.34455,0.41167,0.37149,0.48772,0.54391,0.94501,0.000268678,0.000268678,0.000268678
65,646.528,0.54236,0.64827,0.99903,0.92776,0.34657,0.40743,0.37042,0.4826,0.56214,0.94178,0.00026161,0.00026161,0.00026161
66,656.428,0.53844,0.63555,0.99764,0.88572,0.3537,0.41754,0.37753,0.48021,0.54247,0.93749,0.000254541,0.000254541,0.000254541
67,666.367,0.52268,0.62132,0.98454,0.90226,0.35027,0.42112,0.37645,0.48814,0.55729,0.94816,0.000247472,0.000247472,0.000247472
68,676.327,0.533,0.62204,0.99109,0.92927,0.34405,0.40811,0.37421,0.4737,0.54757,0.93354,0.000240404,0.000240404,0.000240404
69,686.318,0.51904,0.60181,0.99026,0.89295,0.35121,0.41909,0.37846,0.49473,0.57416,0.95165,0.000233335,0.000233335,0.000233335
70,696.201,0.53306,0.62459,0.9935,0.91618,0.34965,0.41605,0.37644,0.47982,0.55221,0.93899,0.000226267,0.000226267,0.000226267
71,706.178,0.52762,0.58574,0.98707,0.94612,0.34525,0.42094,0.38321,0.47812,0.58153,0.94604,0.000219198,0.000219198,0.000219198
72,716.163,0.53128,0.60638,0.99644,0.93747,0.34801,0.41147,0.37337,0.47688,0.55659,0.94293,0.000212129,0.000212129,0.000212129
73,726.087,0.52316,0.59564,0.98359,0.90373,0.35007,0.4216,0.38345,0.45825,0.58489,0.9355,0.000205061,0.000205061,0.000205061
74,736.068,0.50859,0.57171,0.97763,0.90826,0.35045,0.41527,0.37733,0.46534,0.55308,0.93428,0.000197992,0.000197992,0.000197992
75,745.983,0.50975,0.59475,0.99017,0.95025,0.34409,0.42261,0.38242,0.45528,0.5354,0.93553,0.000190924,0.000190924,0.000190924
76,755.973,0.50216,0.58536,0.98232,0.92214,0.3493,0.41209,0.37772,0.45718,0.5534,0.92557,0.000183855,0.000183855,0.000183855
77,765.992,0.50252,0.59396,0.9859,0.91333,0.35253,0.42778,0.38682,0.44925,0.54072,0.92133,0.000176786,0.000176786,0.000176786
78,775.868,0.49189,0.55604,0.97422,0.92981,0.34521,0.42297,0.38636,0.44412,0.5423,0.92105,0.000169718,0.000169718,0.000169718
79,785.814,0.50146,0.57551,0.9818,0.93735,0.34562,0.41219,0.37781,0.46641,0.53804,0.92988,0.000162649,0.000162649,0.000162649
80,795.759,0.50075,0.56321,0.96927,0.94135,0.34745,0.41539,0.3795,0.46045,0.52255,0.92934,0.000155581,0.000155581,0.000155581
81,805.691,0.48229,0.53289,0.97271,0.9257,0.34676,0.41438,0.3811,0.45434,0.5222,0.92769,0.000148512,0.000148512,0.000148512
82,815.617,0.49527,0.55566,0.97149,0.9234,0.35016,0.41999,0.38451,0.45799,0.51363,0.93645,0.000141443,0.000141443,0.000141443
83,825.48,0.47485,0.53179,0.96893,0.92413,0.34942,0.42439,0.38903,0.44947,0.52944,0.93292,0.000134375,0.000134375,0.000134375
84,835.398,0.48056,0.53267,0.96451,0.93094,0.34868,0.42609,0.38909,0.44473,0.5248,0.93288,0.000127306,0.000127306,0.000127306
85,845.283,0.47673,0.52891,0.96574,0.92912,0.35028,0.41913,0.38691,0.44857,0.52797,0.92779,0.000120238,0.000120238,0.000120238
86,855.21,0.4844,0.52483,0.96649,0.9422,0.34809,0.42323,0.3906,0.45488,0.52105,0.92919,0.000113169,0.000113169,0.000113169
87,865.123,0.4732,0.54027,0.95945,0.95297,0.34585,0.42799,0.39232,0.45217,0.51256,0.93384,0.0001061,0.0001061,0.0001061
88,875.063,0.46925,0.5303,0.96691,0.93144,0.35156,0.42668,0.39086,0.45173,0.53356,0.93503,9.90318e-05,9.90318e-05,9.90318e-05
89,884.947,0.4716,0.52629,0.96696,0.91868,0.35213,0.42223,0.3879,0.44802,0.51399,0.92877,9.19632e-05,9.19632e-05,9.19632e-05
90,894.872,0.481,0.52209,0.96546,0.94584,0.34698,0.42841,0.38986,0.44765,0.51862,0.92722,8.48946e-05,8.48946e-05,8.48946e-05
91,904.648,0.36733,0.41544,0.88466,0.94714,0.34227,0.41189,0.37325,0.46643,0.54678,0.94372,7.7826e-05,7.7826e-05,7.7826e-05
92,914.367,0.35817,0.37104,0.86834,0.93191,0.34755,0.4173,0.376,0.46756,0.53741,0.9467,7.07574e-05,7.07574e-05,7.07574e-05
93,924.118,0.3504,0.35708,0.86486,0.94772,0.34896,0.43449,0.38951,0.46833,0.53108,0.95209,6.36888e-05,6.36888e-05,6.36888e-05
94,933.857,0.35018,0.34063,0.87002,0.91755,0.34808,0.42673,0.38714,0.45467,0.5354,0.93715,5.66202e-05,5.66202e-05,5.66202e-05
95,943.617,0.33566,0.3415,0.87158,0.89036,0.35458,0.42872,0.39061,0.44508,0.52693,0.93116,4.95516e-05,4.95516e-05,4.95516e-05
96,953.427,0.33504,0.32472,0.86168,0.94243,0.34843,0.42891,0.39119,0.45753,0.52793,0.94244,4.2483e-05,4.2483e-05,4.2483e-05
97,963.234,0.32446,0.32863,0.86449,0.93556,0.34987,0.43429,0.39381,0.45029,0.50972,0.93867,3.54144e-05,3.54144e-05,3.54144e-05
98,973.061,0.31998,0.32899,0.85457,0.91209,0.35407,0.43864,0.39807,0.44612,0.51371,0.93465,2.83458e-05,2.83458e-05,2.83458e-05
99,982.813,0.32934,0.3221,0.85297,0.91102,0.35486,0.43623,0.39589,0.44729,0.51181,0.93623,2.12772e-05,2.12772e-05,2.12772e-05
100,992.614,0.32979,0.33086,0.86683,0.90421,0.35391,0.43431,0.39483,0.43994,0.51199,0.93114,1.42086e-05,1.42086e-05,1.42086e-05
1,10.8217,0.88768,3.5111,1.21932,0.07798,0.36643,0.10388,0.08027,0.56947,3.06903,1.00562,0.000136828,0.000136828,0.000136828
2,20.8079,0.86295,2.58352,1.21606,0.29496,0.20958,0.14837,0.11319,0.71048,1.95865,1.08049,0.000273097,0.000273097,0.000273097
3,30.6976,0.90816,2.11912,1.23634,0.33334,0.23669,0.20624,0.15467,0.71993,1.90012,1.11023,0.000406615,0.000406615,0.000406615
4,40.5953,0.9045,1.9413,1.23617,0.34248,0.29989,0.24085,0.1862,0.69604,1.60372,1.10649,0.000404615,0.000404615,0.000404615
5,50.5266,0.87947,1.80409,1.21309,0.46662,0.27851,0.26804,0.20941,0.73432,1.41448,1.12389,0.000400487,0.000400487,0.000400487
6,60.4977,0.87428,1.70677,1.19122,0.59578,0.29274,0.29984,0.2396,0.69887,1.22185,1.06856,0.000396358,0.000396358,0.000396358
7,70.3789,0.83865,1.59876,1.18614,0.58688,0.30506,0.3218,0.25985,0.67477,1.19913,1.0706,0.00039223,0.00039223,0.00039223
1,8.23489,0.86995,3.44508,1.21913,0.38936,0.18497,0.12629,0.09834,0.8242,2.39682,1.13742,0.000144271,0.000144271,0.000144271
2,15.7084,0.89949,2.62416,1.24792,0.22301,0.25735,0.16271,0.12814,0.84968,2.10589,1.16374,0.000286408,0.000286408,0.000286408
3,22.9626,0.91431,2.31177,1.24626,0.3614,0.26794,0.21128,0.15885,0.85933,1.89304,1.17324,0.000425673,0.000425673,0.000425673
4,30.3762,0.89428,2.1522,1.22537,0.32031,0.3216,0.25717,0.19238,0.84933,1.74838,1.15277,0.00042208,0.00042208,0.00042208
5,37.5691,0.88876,2.06356,1.21484,0.33309,0.2776,0.25037,0.19136,0.83743,1.75341,1.16195,0.000417774,0.000417774,0.000417774
6,44.8035,0.87595,1.96857,1.20548,0.34764,0.3227,0.25433,0.1953,0.82646,1.75671,1.13728,0.000413467,0.000413467,0.000413467
1,13.4131,0.89375,3.97445,1.21229,0.03878,0.01676,0.02555,0.0223,0.69592,3.79689,1.01294,8.265e-05,8.265e-05,8.265e-05
2,18.1346,0.80412,3.42669,1.16963,0.06878,0.31871,0.09621,0.07977,0.69802,3.57852,1.05446,0.00016797,0.00016797,0.00016797
3,23.0052,0.82961,2.87557,1.1902,0.51632,0.09044,0.12433,0.09753,0.80488,3.04555,1.12061,0.000251568,0.000251568,0.000251568
4,27.7186,0.83328,2.54893,1.20169,0.30754,0.16604,0.1474,0.11082,0.83529,2.50931,1.15618,0.000333444,0.000333444,0.000333444
1,21.7889,0.92908,4.04642,1.22707,0,0,0,0,0.62565,inf,1.00149,4.35e-05,4.35e-05,4.35e-05
2,26.5848,0.81793,3.83436,1.17591,0.07189,0.06737,0.04935,0.04297,0.66738,inf,1.01779,9.04456e-05,9.04456e-05,9.04456e-05
3,31.4385,0.79281,3.45951,1.17024,0.08205,0.21303,0.09285,0.07822,0.67401,inf,1.03187,0.000136444,0.000136444,0.000136444
4,36.2942,0.79549,3.09417,1.18071,0.0626,0.34323,0.09904,0.07984,0.75282,3.56458,1.11891,0.000181495,0.000181495,0.000181495
5,41.1989,0.79663,2.81939,1.1915,0.04557,0.45573,0.1301,0.10272,0.76331,3.20611,1.13289,0.000225598,0.000225598,0.000225598
6,46.1272,0.81212,2.61108,1.19335,0.43061,0.11833,0.15417,0.12597,0.74052,2.86663,1.10354,0.000268754,0.000268754,0.000268754
7,51.0348,0.79808,2.41005,1.1837,0.32813,0.16187,0.17115,0.13606,0.75074,2.55097,1.11911,0.000310962,0.000310962,0.000310962
8,55.9699,0.7986,2.25927,1.17831,0.37354,0.15854,0.18282,0.1516,0.72337,2.4895,1.09252,0.000352223,0.000352223,0.000352223
9,60.9214,0.7663,2.12903,1.16054,0.31818,0.19969,0.19439,0.16122,0.74943,2.34961,1.1025,0.000392537,0.000392537,0.000392537
10,65.8527,0.76044,2.02745,1.15911,0.33497,0.23657,0.2025,0.16347,0.8131,2.3145,1.14464,0.000396242,0.000396242,0.000396242
11,70.8142,0.76019,1.94324,1.15125,0.3308,0.25226,0.20197,0.15671,0.8075,2.12615,1.15299,0.000391935,0.000391935,0.000391935
12,75.7575,0.74722,1.85098,1.13408,0.33324,0.253,0.22883,0.17803,0.83539,2.15737,1.17956,0.000387629,0.000387629,0.000387629
13,80.7342,0.74268,1.80014,1.1384,0.3911,0.26877,0.25628,0.21261,0.77059,2.11642,1.11465,0.000383322,0.000383322,0.000383322
14,85.6548,0.73028,1.74413,1.1304,0.40633,0.27051,0.25179,0.20728,0.73752,1.95135,1.08932,0.000379015,0.000379015,0.000379015
15,90.6026,0.72288,1.69168,1.11667,0.40557,0.26781,0.25677,0.20708,0.74864,2.02378,1.10026,0.000374709,0.000374709,0.000374709
16,95.5421,0.72085,1.66663,1.11334,0.42267,0.28871,0.26419,0.21726,0.76727,2.01358,1.11746,0.000370403,0.000370403,0.000370403
17,100.501,0.70484,1.60891,1.10581,0.47777,0.3197,0.30805,0.25307,0.729,1.6818,1.07894,0.000366096,0.000366096,0.000366096
18,105.479,0.69129,1.54727,1.09586,0.46936,0.32226,0.30581,0.24707,0.71809,1.67765,1.06499,0.00036179,0.00036179,0.00036179
19,110.386,0.68772,1.51401,1.08979,0.46111,0.29095,0.30125,0.24999,0.71194,1.85959,1.07438,0.000357483,0.000357483,0.000357483
20,115.361,0.68363,1.49239,1.09207,0.44656,0.3058,0.29853,0.24743,0.69329,1.67581,1.05656,0.000353177,0.000353177,0.000353177
21,120.307,0.66788,1.4638,1.07693,0.49649,0.30962,0.31137,0.25632,0.70346,1.56936,1.05655,0.00034887,0.00034887,0.00034887
22,125.296,0.65909,1.42986,1.07344,0.446,0.3292,0.31846,0.26627,0.66289,1.55126,1.03716,0.000344563,0.000344563,0.000344563
23,130.316,0.66713,1.41216,1.07139,0.48729,0.30902,0.29901,0.25099,0.68288,1.64477,1.04791,0.000340257,0.000340257,0.000340257
24,135.304,0.66057,1.41655,1.0676,0.49019,0.31992,0.30787,0.25431,0.68503,1.56626,1.04985,0.000335951,0.000335951,0.000335951
25,140.266,0.6625,1.37307,1.06901,0.52914,0.30637,0.31592,0.25957,0.67053,1.58726,1.03744,0.000331644,0.000331644,0.000331644
26,145.26,0.66266,1.34542,1.0666,0.48771,0.316,0.32268,0.27078,0.70063,1.55872,1.05878,0.000327337,0.000327337,0.000327337
27,150.219,0.65892,1.31137,1.06351,0.53837,0.31927,0.32963,0.27418,0.68611,1.52807,1.05133,0.000323031,0.000323031,0.000323031
28,155.253,0.64531,1.28121,1.05334,0.52964,0.32859,0.33069,0.27914,0.65926,1.56287,1.02404,0.000318725,0.000318725,0.000318725
29,160.282,0.65141,1.27818,1.05939,0.51973,0.32165,0.32682,0.27976,0.64068,1.56831,1.01473,0.000314418,0.000314418,0.000314418
30,165.335,0.63695,1.25438,1.05059,0.56023,0.33331,0.33879,0.28147,0.64813,1.75128,1.02501,0.000310111,0.000310111,0.000310111
31,170.334,0.63662,1.2331,1.05061,0.49968,0.31174,0.31903,0.26073,0.68992,1.68598,1.0725,0.000305805,0.000305805,0.000305805
32,175.331,0.63598,1.20448,1.04775,0.48495,0.31808,0.3191,0.2638,0.65181,1.62152,1.03161,0.000301498,0.000301498,0.000301498
33,180.296,0.62873,1.23047,1.04361,0.56796,0.32341,0.34153,0.28974,0.63848,1.53575,1.01488,0.000297192,0.000297192,0.000297192
34,185.31,0.61558,1.16057,1.03864,0.5783,0.30505,0.33196,0.28075,0.63623,1.52528,1.01298,0.000292885,0.000292885,0.000292885
35,190.544,0.62188,1.16215,1.03892,0.56836,0.33061,0.33474,0.28187,0.63901,1.48099,1.02464,0.000288579,0.000288579,0.000288579
36,195.63,0.60924,1.16048,1.03435,0.55928,0.31783,0.32837,0.27597,0.63333,1.53518,1.00812,0.000284272,0.000284272,0.000284272
37,200.821,0.61529,1.15053,1.037,0.51815,0.32632,0.32723,0.27922,0.63512,1.5527,1.01109,0.000279966,0.000279966,0.000279966
38,205.824,0.61284,1.12819,1.0316,0.5705,0.31334,0.33071,0.27906,0.66417,1.58322,1.0403,0.00027566,0.00027566,0.00027566
39,210.805,0.60303,1.09349,1.02814,0.63998,0.307,0.33832,0.28511,0.62809,1.45515,1.00272,0.000271353,0.000271353,0.000271353
40,215.744,0.60835,1.09376,1.033,0.51372,0.32398,0.33618,0.28614,0.64258,1.58636,1.02476,0.000267047,0.000267047,0.000267047
41,220.66,0.60149,1.08713,1.02484,0.56063,0.31576,0.34251,0.28952,0.62498,1.50832,1.01107,0.00026274,0.00026274,0.00026274
42,225.636,0.5979,1.07236,1.0268,0.57097,0.32457,0.338,0.28944,0.61055,1.45606,0.9906,0.000258434,0.000258434,0.000258434
43,230.584,0.60324,1.05792,1.02641,0.59507,0.30931,0.33747,0.28686,0.62626,1.55671,1.00957,0.000254127,0.000254127,0.000254127
44,235.527,0.607,1.05705,1.01933,0.54144,0.32507,0.33617,0.28652,0.61944,1.52613,1.01039,0.00024982,0.00024982,0.00024982
45,240.499,0.60074,1.05523,1.02158,0.67361,0.30919,0.35291,0.30327,0.61469,1.47384,1.00604,0.000245514,0.000245514,0.000245514
46,245.448,0.58877,1.03475,1.01787,0.594,0.32413,0.34997,0.29991,0.61212,1.48941,0.99534,0.000241207,0.000241207,0.000241207
47,250.437,0.57974,1.02158,1.01646,0.61316,0.33606,0.34918,0.30215,0.59588,1.53969,0.99337,0.000236901,0.000236901,0.000236901
48,255.418,0.58059,1.01046,1.01622,0.5683,0.32053,0.33954,0.29396,0.60471,1.51298,0.99568,0.000232595,0.000232595,0.000232595
49,260.337,0.58404,1.00093,1.01693,0.579,0.32231,0.33473,0.28776,0.62019,1.48501,1.00127,0.000228288,0.000228288,0.000228288
50,265.291,0.57224,0.98988,1.0102,0.54558,0.32651,0.33231,0.28452,0.65912,1.51052,1.02571,0.000223982,0.000223982,0.000223982
51,270.266,0.57004,0.96316,1.00687,0.6161,0.30261,0.33498,0.28824,0.60812,1.50528,0.99508,0.000219675,0.000219675,0.000219675
52,275.212,0.57266,0.98313,1.00888,0.53594,0.327,0.33997,0.29429,0.60014,1.44497,0.99802,0.000215368,0.000215368,0.000215368
53,280.17,0.5682,0.96549,1.00832,0.5635,0.31977,0.32861,0.28731,0.5917,1.49751,0.98811,0.000211062,0.000211062,0.000211062
54,285.079,0.55501,0.94717,1.00681,0.63788,0.31544,0.35292,0.30684,0.61074,1.49228,1.00562,0.000206755,0.000206755,0.000206755
55,290.03,0.57722,0.97313,1.01467,0.57039,0.34142,0.34882,0.30249,0.5915,1.51478,0.98693,0.000202449,0.000202449,0.000202449
56,295.002,0.57028,0.92993,1.00755,0.55727,0.34244,0.34637,0.30059,0.58089,1.47127,0.98419,0.000198142,0.000198142,0.000198142
57,300.002,0.56235,0.93812,1.00473,0.62612,0.31673,0.34293,0.29509,0.59016,1.50391,0.98577,0.000193836,0.000193836,0.000193836
58,304.923,0.55771,0.93638,1.0009,0.61516,0.32232,0.35093,0.30444,0.56239,1.43139,0.96904,0.00018953,0.00018953,0.00018953
59,309.895,0.56036,0.91488,0.99841,0.61499,0.33534,0.35336,0.30698,0.57587,1.4319,0.98278,0.000185223,0.000185223,0.000185223
60,314.825,0.54515,0.90438,0.99759,0.60216,0.33913,0.3495,0.30618,0.58532,1.47444,0.98178,0.000180917,0.000180917,0.000180917
61,319.752,0.55573,0.89927,1.0003,0.59803,0.33085,0.35223,0.30702,0.58283,1.45589,0.98689,0.00017661,0.00017661,0.00017661
62,324.713,0.55339,0.91582,0.99943,0.6059,0.33675,0.35722,0.31082,0.58668,1.43745,0.98036,0.000172304,0.000172304,0.000172304
63,329.654,0.54646,0.89295,0.99513,0.63212,0.32795,0.35911,0.31491,0.56914,1.44927,0.97867,0.000167997,0.000167997,0.000167997
64,334.577,0.55197,0.88422,0.99328,0.6128,0.3188,0.35375,0.31064,0.56615,1.46995,0.96827,0.000163691,0.000163691,0.000163691
65,339.54,0.55792,0.87792,0.99612,0.63306,0.31815,0.35952,0.31205,0.58572,1.47524,0.982,0.000159384,0.000159384,0.000159384
66,344.478,0.53463,0.85286,0.98522,0.63669,0.33403,0.3609,0.3139,0.58154,1.46473,0.97496,0.000155078,0.000155078,0.000155078
67,349.406,0.5376,0.85475,0.99283,0.62228,0.35261,0.36765,0.32093,0.56147,1.47879,0.96872,0.000150771,0.000150771,0.000150771
